DriverId,raceName,raceAddress,Stint_Compound_1,Stint_Laps_1,Stint_Compound_2,Stint_Laps_2,Stint_Compound_3,Stint_Laps_3,Stint_Compound_4,Stint_Laps_4,Stint_Compound_5,Stint_Laps_5,Stint_Compound_6,Stint_Laps_6,positionStart,positionFinish,raceLength,raceTurns,raceLaps,raceCondition,Year
hamilton,Azerbaijan Grand Prix,"97 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,15,Soft,36,,,,,,,,,10,5,6.003 km,20,51,Dry,2016
bottas,Azerbaijan Grand Prix,"98 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,19,Soft,32,,,,,,,,,8,6,6.003 km,20,51,Dry,2016
ricciardo,Azerbaijan Grand Prix,"99 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,6,Soft,16,Medium,29,,,,,,,2,7,6.003 km,20,51,Dry,2016
Max Verstappen,Azerbaijan Grand Prix,"100 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,5,Soft,15,Medium,31,,,,,,,9,8,6.003 km,20,51,Dry,2016
Nico Hulkenberg,Azerbaijan Grand Prix,"101 Zarifa Aliyeva, Bak?, Azerbaijan",Soft,20,Super soft,31,,,,,,,,,12,9,6.003 km,20,51,Dry,2016
massa,Azerbaijan Grand Prix,"102 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,7,Soft,21,Soft,23,,,,,,,5,10,6.003 km,20,51,Dry,2016
button,Azerbaijan Grand Prix,"103 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,6,Soft,19,Soft,26,,,,,,,19,11,6.003 km,20,51,Dry,2016
Felipe Nasr,Azerbaijan Grand Prix,"104 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,7,Soft,17,Soft,26,,,,,,,15,12,6.003 km,20,51,Dry,2016
grosjean,Azerbaijan Grand Prix,"105 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,10,Soft,16,Medium,24,,,,,,,11,13,6.003 km,20,51,Dry,2016
kevin_magnussen,Azerbaijan Grand Prix,"106 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,6,Soft,44,,,,,,,,,22,14,6.003 km,20,51,Dry,2016
Jolyon Palmer,Azerbaijan Grand Prix,"107 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,11,Soft,20,Super soft,19,,,,,,,21,15,6.003 km,20,51,Dry,2016
Esteban Gutierrez,Azerbaijan Grand Prix,"108 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,8,Soft,21,Super soft,21,,,,,,,14,16,6.003 km,20,51,Dry,2016
ericsson,Azerbaijan Grand Prix,"109 Zarifa Aliyeva, Bak?, Azerbaijan",Soft,16,Super soft,9,Soft,25,,,,,,,20,17,6.003 km,20,51,Dry,2016
Rio Haryanto,Azerbaijan Grand Prix,"110 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,1,Soft,48,,,,,,,,,16,18,6.003 km,20,51,Dry,2016
alonso,Azerbaijan Grand Prix,"111 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,5,Soft,19,Soft,18,,,,,,,13,DNF,6.003 km,20,51,Dry,2016
Pascal Wehrlein,Azerbaijan Grand Prix,"112 Zarifa Aliyeva, Bak?, Azerbaijan",Soft,29,Medium,10,,,,,,,,,17,DNF,6.003 km,20,51,Dry,2016
Carlos Sainz,Azerbaijan Grand Prix,"113 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,4,Soft,23,Super soft,4,,,,,,,18,DNF,6.003 km,20,51,Dry,2016
kvyat,Azerbaijan Grand Prix,"114 Zarifa Aliyeva, Bak?, Azerbaijan",Super soft,5,Soft,1,,,,,,,,,6,DNF,6.003 km,20,51,Dry,2016
hamilton,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Ultra soft,21,Soft,33,Soft,17,,,,,,,1,1,4.326 km,10,71,Dry,2016
Max Verstappen,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,15,Soft,56,,,,,,,,,8,2,4.326 km,10,71,Dry,2016
Kimi Raikkonen,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,22,Soft,49,,,,,,,,,4,3,4.326 km,10,71,Dry,2016
rosberg,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Ultra soft,10,Soft,45,Super soft,16,,,,,,,6,4,4.326 km,10,71,Dry,2016
ricciardo,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,14,Soft,46,Ultra soft,11,,,,,,,5,5,4.326 km,10,71,Dry,2016
button,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Ultra soft,9,Soft,17,Soft,45,,,,,,,3,6,4.326 km,10,71,Dry,2016
grosjean,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,26,Soft,45,,,,,,,,,13,7,4.326 km,10,71,Dry,2016
Carlos Sainz,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,9,Soft,19,Soft,43,,,,,,,15,8,4.326 km,10,71,Dry,2016
bottas,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Ultra soft,9,Soft,42,Super soft,19,,,,,,,7,9,4.326 km,10,71,Dry,2016
Pascal Wehrlein,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Ultra soft,13,Ultra soft,10,Soft,47,,,,,,,12,10,4.326 km,10,71,Dry,2016
Esteban Gutierrez,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,21,Super soft,20,Soft,29,,,,,,,11,11,4.326 km,10,71,Dry,2016
Jolyon Palmer,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,12,Soft,38,Super soft,20,,,,,,,19,12,4.326 km,10,71,Dry,2016
Felipe Nasr,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Soft,43,Super soft,27,,,,,,,,,21,13,4.326 km,10,71,Dry,2016
kevin_magnussen,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,11,Soft,38,Super soft,21,,,,,,,17,14,4.326 km,10,71,Dry,2016
ericsson,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,12,Soft,38,Super soft,20,,,,,,,18,15,4.326 km,10,71,Dry,2016
Rio Haryanto,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Soft,27,Super soft,23,Super soft,20,,,,,,,20,16,4.326 km,10,71,Dry,2016
Sergio Perez,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Ultra soft,9,Super soft,17,Soft,43,,,,,,,16,17,4.326 km,10,71,Dry,2016
alonso,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,8,Soft,18,Soft,38,,,,,,,14,18,4.326 km,10,71,Dry,2016
Nico Hulkenberg,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Ultra soft,8,Super soft,16,Soft,26,Ultra soft,14,,,,,2,19,4.326 km,10,71,Dry,2016
massa,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,12,Soft,44,Super soft,7,,,,,,,10,20,4.326 km,10,71,Dry,2016
vettel,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Super soft,26,,,,,,,,,,,9,DNF,4.326 km,10,71,Dry,2016
kvyat,Austrian Grand Prix,"Red Bull Ring Str. 1, 8724 Spielberg, Austria",Ultra soft,1,,,,,,,,,,,22,DNF,4.326 km,10,71,Dry,2016
hamilton,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,7,Intermediate,10,Medium,35,,,,,,,1,1,5.891 km,18,67,Mix,2016
rosberg,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,7,Intermediate,10,Medium,35,,,,,,,2,2,5.891 km,18,67,Mix,2016
Max Verstappen,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,7,Intermediate,11,Medium,34,,,,,,,3,3,5.891 km,18,67,Mix,2016
ricciardo,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,6,Intermediate,11,Medium,35,,,,,,,4,4,5.891 km,18,67,Mix,2016
Kimi Raikkonen,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,5,Intermediate,11,Medium,36,,,,,,,5,5,5.891 km,18,67,Mix,2016
Sergio Perez,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,7,Intermediate,10,Medium,35,,,,,,,10,6,5.891 km,18,67,Mix,2016
Nico Hulkenberg,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,5,Intermediate,12,Medium,35,,,,,,,8,7,5.891 km,18,67,Mix,2016
Carlos Sainz,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,5,Intermediate,12,Medium,35,,,,,,,7,8,5.891 km,18,67,Mix,2016
vettel,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,5,Intermediate,10,Medium,37,,,,,,,11,9,5.891 km,18,67,Mix,2016
kvyat,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,6,Intermediate,10,Medium,36,,,,,,,15,10,5.891 km,18,67,Mix,2016
massa,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,6,Intermediate,10,Medium,22,Soft,13,,,,,12,11,5.891 km,18,67,Mix,2016
button,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,6,Intermediate,11,Medium,34,,,,,,,17,12,5.891 km,18,67,Mix,2016
alonso,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,5,Intermediate,12,Medium,22,Medium,12,,,,,9,13,5.891 km,18,67,Mix,2016
bottas,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,5,Intermediate,11,Medium,35,,,,,,,6,14,5.891 km,18,67,Mix,2016
Felipe Nasr,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,7,Intermediate,9,Medium,35,,,,,,,21,15,5.891 km,18,67,Mix,2016
Esteban Gutierrez,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,5,Intermediate,12,Medium,34,,,,,,,14,16,5.891 km,18,67,Mix,2016
kevin_magnussen,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,5,Intermediate,12,Medium,23,Soft,9,,,,,16,17,5.891 km,18,67,Mix,2016
Jolyon Palmer,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,6,Intermediate,10,Medium,3,Medium,18,,,,,18,DNF,5.891 km,18,67,Mix,2016
Rio Haryanto,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,6,Intermediate,11,Medium,7,,,,,,,19,DNF,5.891 km,18,67,Mix,2016
grosjean,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,5,Intermediate,11,Medium,1,,,,,,,13,DNF,5.891 km,18,67,Mix,2016
ericsson,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,7,Intermediate,3,Intermediate,1,,,,,,,22,DNF,5.891 km,18,67,Mix,2016
Pascal Wehrlein,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Wet,5,Intermediate,1,,,,,,,,,20,DNF,5.891 km,18,67,Mix,2016
hamilton,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,16,Soft,25,Soft,29,,,,,,,2,1,4.381 km,14,70,Dry,2016
rosberg,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,17,Soft,25,Soft,28,,,,,,,1,2,4.381 km,14,70,Dry,2016
ricciardo,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,15,Soft,18,Soft,37,,,,,,,3,3,4.381 km,14,70,Dry,2016
vettel,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,14,Soft,27,Soft,29,,,,,,,5,4,4.381 km,14,70,Dry,2016
Max Verstappen,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,16,Soft,22,Soft,32,,,,,,,4,5,4.381 km,14,70,Dry,2016
Kimi Raikkonen,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,29,Super soft,21,Super soft,20,,,,,,,14,6,4.381 km,14,70,Dry,2016
alonso,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,15,Soft,29,Soft,25,,,,,,,7,7,4.381 km,14,70,Dry,2016
Carlos Sainz,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,16,Soft,26,Soft,27,,,,,,,6,8,4.381 km,14,70,Dry,2016
bottas,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,16,Soft,27,Soft,26,,,,,,,10,9,4.381 km,14,70,Dry,2016
Nico Hulkenberg,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,14,Soft,25,Soft,30,,,,,,,9,10,4.381 km,14,70,Dry,2016
Sergio Perez,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,27,Medium,13,Soft,29,,,,,,,13,11,4.381 km,14,70,Dry,2016
Esteban Gutierrez,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,15,Soft,22,Soft,32,,,,,,,15,12,4.381 km,14,70,Dry,2016
Jolyon Palmer,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,26,Super soft,13,Soft,30,,,,,,,17,13,4.381 km,14,70,Dry,2016
grosjean,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,14,Soft,22,Soft,33,,,,,,,11,14,4.381 km,14,70,Dry,2016
kevin_magnussen,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,24,Super soft,12,Soft,33,,,,,,,19,15,4.381 km,14,70,Dry,2016
kvyat,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,24,Super soft,22,Super soft,23,,,,,,,12,16,4.381 km,14,70,Dry,2016
Felipe Nasr,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,11,Soft,28,Soft,30,,,,,,,16,17,4.381 km,14,70,Dry,2016
massa,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,25,Medium,40,Super soft,3,,,,,,,18,18,4.381 km,14,70,Dry,2016
Pascal Wehrlein,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,9,Soft,26,Soft,33,,,,,,,20,19,4.381 km,14,70,Dry,2016
ericsson,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,17,Soft,28,Super soft,17,Super soft,6,,,,,22,20,4.381 km,14,70,Dry,2016
Rio Haryanto,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Soft,29,Medium,39,,,,,,,,,21,21,4.381 km,14,70,Dry,2016
button,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Super soft,7,Soft,21,Medium,32,,,,,,,8,DNF,4.381 km,14,70,Dry,2016
hamilton,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,14,Soft,20,Super soft,13,Soft,20,,,,,2,1,4.574 km,16,67,Dry,2016
ricciardo,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,12,Soft,21,Super soft,13,Super soft,21,,,,,3,2,4.574 km,16,67,Dry,2016
Max Verstappen,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,11,Super soft,17,Soft,17,Super soft,22,,,,,4,3,4.574 km,16,67,Dry,2016
rosberg,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,11,Super soft,16,Soft,17,Soft,23,,,,,1,4,4.574 km,16,67,Dry,2016
vettel,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,13,Soft,18,Super soft,15,Soft,21,,,,,6,5,4.574 km,16,67,Dry,2016
Kimi Raikkonen,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,14,Soft,18,Super soft,15,Soft,20,,,,,5,6,4.574 km,16,67,Dry,2016
Nico Hulkenberg,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,12,Soft,20,Super soft,12,Soft,23,,,,,8,7,4.574 km,16,67,Dry,2016
button,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,13,Soft,18,Super soft,15,Super soft,20,,,,,12,8,4.574 km,16,67,Dry,2016
bottas,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,12,Soft,21,Soft,33,,,,,,,7,9,4.574 km,16,67,Dry,2016
Sergio Perez,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,8,Soft,19,Super soft,16,Soft,23,,,,,9,10,4.574 km,16,67,Dry,2016
Esteban Gutierrez,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Soft,25,Super soft,22,Super soft,19,,,,,,,11,11,4.574 km,16,67,Dry,2016
alonso,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,14,Soft,14,Super soft,19,Super soft,19,,,,,13,12,4.574 km,16,67,Dry,2016
grosjean,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,17,Soft,26,Super soft,23,,,,,,,20,13,4.574 km,16,67,Dry,2016
Carlos Sainz,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,9,Super soft,20,Soft,22,Super soft,15,,,,,15,14,4.574 km,16,67,Dry,2016
kvyat,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,7,Soft,21,Super soft,21,Super soft,17,,,,,18,15,4.574 km,16,67,Dry,2016
kevin_magnussen,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,11,Super soft,21,Soft,34,,,,,,,16,16,4.574 km,16,67,Dry,2016
Pascal Wehrlein,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,12,Super soft,14,Soft,20,Soft,19,,,,,17,17,4.574 km,16,67,Dry,2016
ericsson,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,16,Super soft,17,Soft,32,,,,,,,22,18,4.574 km,16,67,Dry,2016
Jolyon Palmer,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,2,Soft,23,Super soft,20,Super soft,20,,,,,14,19,4.574 km,16,67,Dry,2016
Rio Haryanto,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,13,Soft,19,Super soft,17,Super soft,16,,,,,19,20,4.574 km,16,67,Dry,2016
Felipe Nasr,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,7,Super soft,12,Soft,23,Soft,15,,,,,21,DNF,4.574 km,16,67,Dry,2016
massa,German Grand Prix,"Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,9,Soft,17,Soft,10,,,,,,,10,DNF,4.574 km,16,67,Dry,2016
rosberg,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,9,Medium,17,Medium,18,,,,,,,1,1,7.004 km,20,53,Dry,2016
ricciardo,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,9,Soft,16,Medium,19,,,,,,,5,2,7.004 km,20,53,Dry,2016
hamilton,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Medium,9,Soft,12,Soft,11,Medium,12,,,,,21,3,7.004 km,20,53,Dry,2016
Nico Hulkenberg,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Super soft,6,Soft,3,Medium,14,,,,,,,7,4,7.004 km,20,53,Dry,2016
Sergio Perez,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Super soft,6,Soft,18,Medium,20,,,,,,,6,5,7.004 km,20,53,Dry,2016
vettel,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,1,Soft,22,Soft,21,,,,,,,4,6,7.004 km,20,53,Dry,2016
alonso,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Medium,9,Soft,14,Medium,21,,,,,,,22,7,7.004 km,20,53,Dry,2016
bottas,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Super soft,7,Soft,16,Medium,21,,,,,,,8,8,7.004 km,20,53,Dry,2016
Kimi Raikkonen,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,1,Super soft,4,Soft,19,Medium,20,,,,,3,9,7.004 km,20,53,Dry,2016
massa,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Super soft,2,Soft,20,Medium,22,,,,,,,10,10,7.004 km,20,53,Dry,2016
Max Verstappen,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Super soft,1,Medium,15,Soft,11,Soft,17,,,,,2,11,7.004 km,20,53,Dry,2016
Esteban Gutierrez,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,7,Soft,15,Medium,22,,,,,,,18,12,7.004 km,20,53,Dry,2016
grosjean,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,6,Soft,17,Medium,21,,,,,,,11,13,7.004 km,20,53,Dry,2016
kvyat,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,9,Soft,21,Medium,14,Super soft,9,,,,,19,14,7.004 km,20,53,Dry,2016
Jolyon Palmer,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,6,Soft,16,Medium,12,Super soft,10,,,,,13,15,7.004 km,20,53,Dry,2016
Esteban Ocon,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,6,Medium,18,Medium,19,,,,,,,17,16,7.004 km,20,53,Dry,2016
Felipe Nasr,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,1,Medium,8,Soft,14,Medium,20,,,,,16,17,7.004 km,20,53,Dry,2016
kevin_magnussen,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,5,,,,,,,,,,,12,DNF,7.004 km,20,53,Dry,2016
ericsson,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,3,,,,,,,,,,,20,DNF,7.004 km,20,53,Dry,2016
Carlos Sainz,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,1,,,,,,,,,,,14,DNF,7.004 km,20,53,Dry,2016
button,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Super soft,1,,,,,,,,,,,9,DNF,7.004 km,20,53,Dry,2016
Pascal Wehrlein,Belgian Grand Prix,"Rte du Circuit 55, 4970 Stavelot, Belgium",Soft,0,,,,,,,,,,,15,DNF,7.004 km,20,53,Dry,2016
rosberg,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Soft,24,Medium,29,,,,,,,,,2,1,5.793 km,11,53,Dry,2016
hamilton,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Soft,25,Medium,28,,,,,,,,,1,2,5.793 km,11,53,Dry,2016
vettel,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Super soft,16,Super soft,17,Soft,20,,,,,,,3,3,5.793 km,11,53,Dry,2016
Kimi Raikkonen,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Super soft,15,Super soft,19,Soft,19,,,,,,,4,4,5.793 km,11,53,Dry,2016
ricciardo,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Super soft,16,Soft,21,Super soft,16,,,,,,,6,5,5.793 km,11,53,Dry,2016
bottas,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Super soft,13,Soft,17,Soft,23,,,,,,,5,6,5.793 km,11,53,Dry,2016
Max Verstappen,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Super soft,13,Soft,22,Soft,18,,,,,,,7,7,5.793 km,11,53,Dry,2016
Sergio Perez,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Super soft,15,Soft,13,Soft,25,,,,,,,8,8,5.793 km,11,53,Dry,2016
massa,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Soft,16,Soft,20,Super soft,17,,,,,,,11,9,5.793 km,11,53,Dry,2016
Nico Hulkenberg,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Super soft,14,Soft,19,Soft,20,,,,,,,9,10,5.793 km,11,53,Dry,2016
grosjean,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Soft,28,Super soft,24,,,,,,,,,17,11,5.793 km,11,53,Dry,2016
button,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Super soft,15,Soft,23,Super soft,14,,,,,,,14,12,5.793 km,11,53,Dry,2016
Esteban Gutierrez,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Super soft,16,Soft,18,Super soft,18,,,,,,,10,13,5.793 km,11,53,Dry,2016
alonso,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Super soft,13,Soft,20,Soft,16,Super soft,3,,,,,12,15,5.793 km,11,53,Dry,2016
Carlos Sainz,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Soft,23,Super soft,16,Super soft,13,,,,,,,15,16,5.793 km,11,53,Dry,2016
ericsson,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Soft,23,Medium,29,,,,,,,,,19,17,5.793 km,11,53,Dry,2016
kevin_magnussen,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Super soft,14,Soft,16,Super soft,22,,,,,,,21,18,5.793 km,11,53,Dry,2016
Esteban Ocon,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,32,Soft,19,,,,,,,,,22,DNF,5.793 km,11,53,Dry,2016
kvyat,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Super soft,13,Soft,20,Super soft,3,,,,,,,16,DNF,5.793 km,11,53,Dry,2016
Pascal Wehrlein,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Soft,16,Medium,10,,,,,,,,,13,DNF,5.793 km,11,53,Dry,2016
