DriverId,raceName,raceAddress,Stint_Compound_1,Stint_Laps_1,Stint_Compound_2,Stint_Laps_2,Stint_Compound_3,Stint_Laps_3,Stint_Compound_4,Stint_Laps_4,Stint_Compound_5,Stint_Laps_5,Stint_Compound_6,Stint_Laps_6,positionStart,positionFinish,raceLength,raceTurns,raceLaps,raceCondition,Year
kobayashi,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,1,Medium,17,Hard,11,Medium,21,,,,,22,15,5.891 km,18,67,Dry,2014
chilton,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,1,Medium,0,Medium,28,Hard,21,,,,,17,16,5.891 km,18,67,Dry,2014
maldonado,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,1,Medium,25,Hard,23,,,,,,,20,17,5.891 km,18,67,Dry,2014
rosberg,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,18,Medium,10,,,,,,,,,1,DNF,5.891 km,18,67,Dry,2014
ericsson,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,1,Medium,10,,,,,,,,,21,DNF,5.891 km,18,67,Dry,2014
Esteban Gutierrez,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",Medium,9,,,,,,,,,,,19,DNF,5.891 km,18,67,Dry,2014
Kimi Raikkonen,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",,,,,,,,,,,,,18,DNF,5.891 km,18,67,Dry,2014
massa,British Grand Prix,"Hilton Garden Inn, Silverstone Circuit, Towcester NN12 8TL",,,,,,,,,,,,,15,DNF,5.891 km,18,67,Dry,2014
ricciardo,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,13,Soft,24,Soft,33,,,,,,,6,1,4.361 km,13,70,Dry,2014
rosberg,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,18,Soft,26,Soft,26,,,,,,,1,2,4.361 km,13,70,Dry,2014
vettel,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,15,Soft,21,Soft,34,,,,,,,3,3,4.361 km,13,70,Dry,2014
button,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,14,Soft,24,Soft,32,,,,,,,9,4,4.361 km,13,70,Dry,2014
Nico Hulkenberg,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Soft,41,Super soft,29,,,,,,,,,11,5,4.361 km,13,70,Dry,2014
alonso,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,16,Soft,28,Soft,26,,,,,,,7,6,4.361 km,13,70,Dry,2014
bottas,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,14,Soft,21,Soft,35,,,,,,,4,7,4.361 km,13,70,Dry,2014
Jean-Eric Vergne,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,15,Soft,24,Soft,31,,,,,,,8,8,4.361 km,13,70,Dry,2014
kevin_magnussen,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,15,Soft,30,Soft,25,,,,,,,12,9,4.361 km,13,70,Dry,2014
Kimi Raikkonen,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,17,Soft,22,Soft,31,,,,,,,10,10,4.361 km,13,70,Dry,2014
Sergio Perez,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,34,Soft,35,,,,,,,,,13,11,4.361 km,13,70,Dry,2014
massa,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,15,Soft,33,Soft,21,,,,,,,5,12,4.361 km,13,70,Dry,2014
sutil,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,15,Soft,25,Soft,29,,,,,,,16,13,4.361 km,13,70,Dry,2014
Esteban Gutierrez,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Soft,1,Super soft,1,Soft,30,Soft,32,,,,,22,14,4.361 km,13,70,Dry,2014
grosjean,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,11,Soft,35,Soft,13,,,,,,,14,DNF,4.361 km,13,70,Dry,2014
kvyat,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Soft,29,Super soft,17,Soft,1,,,,,,,15,DNF,4.361 km,13,70,Dry,2014
hamilton,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,19,Soft,26,Soft,1,,,,,,,2,DNF,4.361 km,13,70,Dry,2014
kobayashi,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Super soft,23,,,,,,,,,,,21,DNF,4.361 km,13,70,Dry,2014
maldonado,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Soft,21,,,,,,,,,,,17,DNF,4.361 km,13,70,Dry,2014
ericsson,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",Soft,7,,,,,,,,,,,20,DNF,4.361 km,13,70,Dry,2014
jules_bianchi,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",,,,,,,,,,,,,19,DNF,4.361 km,13,70,Dry,2014
chilton,Canadian Grand Prix,"Parc Jean-Drapeau, Montr茅al, QC H3C 6A1, Canada",,,,,,,,,,,,,18,DNF,4.361 km,13,70,Dry,2014
hamilton,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201800",Soft,17,Medium,21,Medium,16,,,,,,,1,1,5.451 km,16,56,Dry,2014
rosberg,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201801",Soft,13,Medium,24,Medium,17,,,,,,,4,2,5.451 km,16,56,Dry,2014
alonso,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201802",Soft,11,Medium,22,Medium,21,,,,,,,5,3,5.451 km,16,56,Dry,2014
ricciardo,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201803",Soft,15,Medium,22,Medium,17,,,,,,,2,4,5.451 km,16,56,Dry,2014
vettel,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201804",Soft,12,Medium,22,Medium,20,,,,,,,3,5,5.451 km,16,56,Dry,2014
Nico Hulkenberg,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201805",Soft,11,Medium,20,Medium,23,,,,,,,8,6,5.451 km,16,56,Dry,2014
bottas,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201806",Soft,12,Medium,19,Medium,23,,,,,,,7,7,5.451 km,16,56,Dry,2014
Kimi Raikkonen,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201807",Soft,10,Medium,21,Medium,23,,,,,,,11,8,5.451 km,16,56,Dry,2014
Sergio Perez,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201808",Soft,10,Medium,20,Medium,24,,,,,,,16,9,5.451 km,16,56,Dry,2014
kvyat,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201809",Soft,14,Medium,17,Medium,22,,,,,,,13,10,5.451 km,16,56,Dry,2014
button,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201810",Soft,7,Medium,21,Medium,25,,,,,,,12,11,5.451 km,16,56,Dry,2014
Jean-Eric Vergne,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201811",Soft,15,Soft,17,Medium,21,,,,,,,9,12,5.451 km,16,56,Dry,2014
kevin_magnussen,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201812",Medium,17,Soft,14,Medium,22,,,,,,,15,13,5.451 km,16,56,Dry,2014
maldonado,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201813",Soft,11,Medium,21,Medium,21,,,,,,,22,14,5.451 km,16,56,Dry,2014
massa,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201814",Soft,10,Medium,21,Medium,22,,,,,,,6,15,5.451 km,16,56,Dry,2014
Esteban Gutierrez,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201815",Soft,14,Medium,13,Medium,13,Soft,13,,,,,17,16,5.451 km,16,56,Dry,2014
jules_bianchi,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201816",Soft,11,Medium,17,Medium,25,,,,,,,19,17,5.451 km,16,56,Dry,2014
kobayashi,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201817",Soft,11,Medium,19,Soft,10,Soft,13,,,,,18,18,5.451 km,16,56,Dry,2014
chilton,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201818",Soft,12,Medium,20,Medium,16,Soft,4,,,,,21,19,5.451 km,16,56,Dry,2014
ericsson,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201819",Soft,10,Medium,17,Soft,15,Soft,10,,,,,20,20,5.451 km,16,56,Dry,2014
grosjean,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201820",Soft,9,Medium,19,,,,,,,,,10,DNF,5.451 km,16,56,Dry,2014
sutil,Chinese Grand Prix,"China, Shanghai, Jiading Disict, ???2000? ????: 201821",Soft,5,,,,,,,,,,,14,DNF,5.451 km,16,56,Dry,2014
rosberg,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,15,Soft,26,Soft,26,,,,,,,1,1,4.574 km,16,67,Dry,2014
bottas,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,15,Soft,25,Soft,27,,,,,,,2,2,4.574 km,16,67,Dry,2014
hamilton,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Soft,26,Soft,16,Super soft,8,Super soft,17,,,,,20,3,4.574 km,16,67,Dry,2014
vettel,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,14,Soft,20,Super soft,11,Soft,22,,,,,6,4,4.574 km,16,67,Dry,2014
alonso,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,12,Soft,21,Soft,22,Super soft,12,,,,,7,5,4.574 km,16,67,Dry,2014
ricciardo,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,13,Soft,22,Super soft,11,Soft,21,,,,,5,6,4.574 km,16,67,Dry,2014
Nico Hulkenberg,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,14,Soft,25,Soft,28,,,,,,,9,7,4.574 km,16,67,Dry,2014
button,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,13,Soft,18,Soft,30,Super soft,6,,,,,11,8,4.574 km,16,67,Dry,2014
kevin_magnussen,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,1,Soft,28,Soft,24,Super soft,13,,,,,4,9,4.574 km,16,67,Dry,2014
Sergio Perez,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,14,Soft,20,Soft,18,Super soft,14,,,,,10,10,4.574 km,16,67,Dry,2014
Kimi Raikkonen,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Soft,20,Super soft,14,Soft,19,Super soft,13,,,,,12,11,4.574 km,16,67,Dry,2014
maldonado,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,18,Super soft,20,Soft,28,,,,,,,18,12,4.574 km,16,67,Dry,2014
Jean-Eric Vergne,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,13,Soft,24,Super soft,12,Soft,17,,,,,13,13,4.574 km,16,67,Dry,2014
Esteban Gutierrez,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,14,Super soft,17,Soft,19,Soft,16,,,,,16,14,4.574 km,16,67,Dry,2014
jules_bianchi,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,20,Soft,25,Super soft,21,,,,,,,17,15,4.574 km,16,67,Dry,2014
kobayashi,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,15,Soft,17,Soft,16,Super soft,17,,,,,19,16,4.574 km,16,67,Dry,2014
chilton,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,16,Soft,16,Soft,15,Super soft,18,,,,,21,17,4.574 km,16,67,Dry,2014
ericsson,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,3,Soft,15,Soft,23,Super soft,24,,,,,PIT,18,4.574 km,16,67,Dry,2014
sutil,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,16,Soft,16,Soft,15,Soft,0,,,,,15,DNF,4.574 km,16,67,Dry,2014
kvyat,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Super soft,9,Soft,23,Soft,12,,,,,,,8,DNF,4.574 km,16,67,Dry,2014
grosjean,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",Soft,24,Super soft,2,,,,,,,,,14,DNF,4.574 km,16,67,Dry,2014
massa,German Grand Prix,"聽Am Motodrom 1, 68766 Hockenheim, Germany",,,,,,,,,,,,,3,DNF,4.574 km,16,67,Dry,2014
ricciardo,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Soft,15,Soft,31,Soft,16,,,,,4,1,4.381 km,14,70,Mix,2014
alonso,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,9,Soft,29,Soft,32,,,,,,,5,2,4.381 km,14,70,Mix,2014
hamilton,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Soft,31,Medium,31,,,,,,,22,3,4.381 km,14,70,Mix,2014
rosberg,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,9,Soft,23,Soft,24,Soft,14,,,,,1,4,4.381 km,14,70,Mix,2014
massa,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Soft,15,Medium,22,Medium,25,,,,,6,5,4.381 km,14,70,Mix,2014
Kimi Raikkonen,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Soft,33,Soft,29,,,,,,,16,6,4.381 km,14,70,Mix,2014
vettel,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,9,Soft,24,Medium,37,,,,,,,2,7,4.381 km,14,70,Mix,2014
bottas,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,9,Soft,14,Medium,36,Soft,11,,,,,3,8,4.381 km,14,70,Mix,2014
Jean-Eric Vergne,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Soft,26,Medium,36,,,,,,,8,9,4.381 km,14,70,Mix,2014
button,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Intermediate,7,Soft,22,Medium,33,,,,,7,10,4.381 km,14,70,Mix,2014
sutil,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Soft,31,Soft,31,,,,,,,11,11,4.381 km,14,70,Mix,2014
kevin_magnussen,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,15,Soft,24,Medium,31,,,,,,,21,12,4.381 km,14,70,Mix,2014
maldonado,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Soft,9,Soft,26,Soft,27,,,,,20,13,4.381 km,14,70,Mix,2014
kvyat,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Soft,22,Medium,39,,,,,,,10,14,4.381 km,14,70,Mix,2014
jules_bianchi,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,9,Soft,8,Soft,25,Soft,27,,,,,15,15,4.381 km,14,70,Mix,2014
chilton,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Soft,37,Soft,24,,,,,,,18,16,4.381 km,14,70,Mix,2014
Esteban Gutierrez,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Soft,24,,,,,,,,,13,DNF,4.381 km,14,70,Mix,2014
kobayashi,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Soft,16,,,,,,,,,17,DNF,4.381 km,14,70,Mix,2014
Sergio Perez,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Soft,14,,,,,,,,,12,DNF,4.381 km,14,70,Mix,2014
Nico Hulkenberg,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Soft,6,,,,,,,,,9,DNF,4.381 km,14,70,Mix,2014
grosjean,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,8,Soft,2,,,,,,,,,14,DNF,4.381 km,14,70,Mix,2014
ericsson,Hungarian Grand Prix,"Mogyor贸d, Hungaroring utca 10, 2146 Hungary",Intermediate,7,,,,,,,,,,,19,DNF,4.381 km,14,70,Mix,2014
hamilton,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,25,Hard,28,,,,,,,,,1,1,5.793 km,11,53,Dry,2014
rosberg,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,24,Hard,29,,,,,,,,,2,2,5.793 km,11,53,Dry,2014
massa,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,23,Hard,30,,,,,,,,,4,3,5.793 km,11,53,Dry,2014
bottas,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,24,Hard,29,,,,,,,,,3,4,5.793 km,11,53,Dry,2014
ricciardo,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,26,Hard,27,,,,,,,,,9,5,5.793 km,11,53,Dry,2014
vettel,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,18,Hard,35,,,,,,,,,8,6,5.793 km,11,53,Dry,2014
Sergio Perez,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,19,Hard,34,,,,,,,,,10,7,5.793 km,11,53,Dry,2014
button,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,22,Hard,31,,,,,,,,,6,8,5.793 km,11,53,Dry,2014
Kimi Raikkonen,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,20,Hard,33,,,,,,,,,11,9,5.793 km,11,53,Dry,2014
kevin_magnussen,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,21,Hard,32,,,,,,,,,5,10,5.793 km,11,53,Dry,2014
kvyat,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Hard,30,Medium,23,,,,,,,,,21,11,5.793 km,11,53,Dry,2014
Nico Hulkenberg,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Hard,19,Medium,34,,,,,,,,,13,12,5.793 km,11,53,Dry,2014
Jean-Eric Vergne,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,24,Hard,29,,,,,,,,,12,13,5.793 km,11,53,Dry,2014
maldonado,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,21,Hard,31,,,,,,,,,16,14,5.793 km,11,53,Dry,2014
sutil,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Hard,24,Medium,28,,,,,,,,,14,15,5.793 km,11,53,Dry,2014
grosjean,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Hard,20,Medium,32,,,,,,,,,17,16,5.793 km,11,53,Dry,2014
kobayashi,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,22,Hard,30,,,,,,,,,18,17,5.793 km,11,53,Dry,2014
jules_bianchi,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,27,Hard,25,,,,,,,,,19,18,5.793 km,11,53,Dry,2014
ericsson,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Hard,30,Medium,21,,,,,,,,,PIT,19,5.793 km,11,53,Dry,2014
Esteban Gutierrez,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Hard,9,Medium,27,Medium,13,Medium,2,,,,,15,20,5.793 km,11,53,Dry,2014
alonso,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,21,Hard,7,,,,,,,,,7,DNF,5.793 km,11,53,Dry,2014
chilton,Italian Grand Prix,"Viale di Vedano, 5, 20900 Monza MB, Italy",Medium,5,,,,,,,,,,,20,DNF,5.793 km,11,53,Dry,2014
hamilton,Japanese Grand Prix,"7992 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,14,Intermediate,21,Intermediate,9,,,,,,,2,1,5.807 km,18,53,Wet,2014
rosberg,Japanese Grand Prix,"7993 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,13,Intermediate,20,Intermediate,11,,,,,,,1,2,5.807 km,18,53,Wet,2014
vettel,Japanese Grand Prix,"7994 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,12,Intermediate,17,Intermediate,15,,,,,,,9,3,5.807 km,18,53,Wet,2014
ricciardo,Japanese Grand Prix,"7995 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,11,Intermediate,25,Intermediate,8,,,,,,,6,4,5.807 km,18,53,Wet,2014
button,Japanese Grand Prix,"7996 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,9,Intermediate,22,Intermediate,11,Wet,2,,,,,8,5,5.807 km,18,53,Wet,2014
bottas,Japanese Grand Prix,"7997 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,11,Intermediate,27,Intermediate,6,,,,,,,3,6,5.807 km,18,53,Wet,2014
massa,Japanese Grand Prix,"7998 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,12,Intermediate,25,Intermediate,7,,,,,,,4,7,5.807 km,18,53,Wet,2014
Nico Hulkenberg,Japanese Grand Prix,"7999 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,12,Intermediate,14,Intermediate,17,Intermediate,1,,,,,13,8,5.807 km,18,53,Wet,2014
Jean-Eric Vergne,Japanese Grand Prix,"8000 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,11,Intermediate,8,Intermediate,25,,,,,,,20,9,5.807 km,18,53,Wet,2014
Sergio Perez,Japanese Grand Prix,"8001 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,11,Intermediate,14,Intermediate,18,,,,,,,11,10,5.807 km,18,53,Wet,2014
kvyat,Japanese Grand Prix,"8002 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,11,Intermediate,12,Intermediate,16,Intermediate,4,,,,,12,11,5.807 km,18,53,Wet,2014
Kimi Raikkonen,Japanese Grand Prix,"8003 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,11,Intermediate,12,Intermediate,11,Intermediate,9,Wet,0,,,10,12,5.807 km,18,53,Wet,2014
Esteban Gutierrez,Japanese Grand Prix,"8004 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,11,Intermediate,23,Intermediate,9,,,,,,,15,13,5.807 km,18,53,Wet,2014
kevin_magnussen,Japanese Grand Prix,"8005 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,11,Intermediate,4,Intermediate,18,Intermediate,7,Wet,3,,,7,14,5.807 km,18,53,Wet,2014
grosjean,Japanese Grand Prix,"8006 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,11,Intermediate,10,Intermediate,13,Intermediate,9,Wet,0,,,16,15,5.807 km,18,53,Wet,2014
maldonado,Japanese Grand Prix,"8007 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,9,Intermediate,13,Intermediate,18,Wet,3,,,,,22,16,5.807 km,18,53,Wet,2014
ericsson,Japanese Grand Prix,"8008 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,11,Intermediate,14,Intermediate,14,Wet,4,,,,,17,17,5.807 km,18,53,Wet,2014
chilton,Japanese Grand Prix,"8009 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,11,Intermediate,12,Intermediate,20,,,,,,,21,18,5.807 km,18,53,Wet,2014
kobayashi,Japanese Grand Prix,"8010 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,11,Intermediate,15,Intermediate,12,Intermediate,1,Wet,4,,,19,19,5.807 km,18,53,Wet,2014
jules_bianchi,Japanese Grand Prix,"8011 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,13,Intermediate,11,Intermediate,17,,,,,,,18,20,5.807 km,18,53,Wet,2014
sutil,Japanese Grand Prix,"8012 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,12,Intermediate,10,Intermediate,10,Intermediate,8,,,,,14,21,5.807 km,18,53,Wet,2014
alonso,Japanese Grand Prix,"8013 Inoucho, Suzuka, Mie 510-0295, Japan",Wet,1,,,,,,,,,,,5,DNF,5.807 km,18,53,Wet,2014
hamilton,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,15,Medium,18,Medium,18,Hard,5,,,,,1,1,5.543 km,15,56,Dry,2014
rosberg,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,14,Medium,18,Medium,18,Hard,6,,,,,3,2,5.543 km,15,56,Dry,2014
vettel,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,13,Medium,18,Medium,18,Hard,7,,,,,2,3,5.543 km,15,56,Dry,2014
alonso,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,11,Medium,16,Hard,15,Medium,14,,,,,4,4,5.543 km,15,56,Dry,2014
Nico Hulkenberg,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,16,Medium,18,Hard,22,,,,,,,7,5,5.543 km,15,56,Dry,2014
button,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,13,Medium,12,Medium,14,Hard,17,,,,,10,6,5.543 km,15,56,Dry,2014
massa,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,12,Medium,15,Medium,15,Hard,14,,,,,13,7,5.543 km,15,56,Dry,2014
bottas,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,14,Medium,15,Medium,15,Hard,12,,,,,18,8,5.543 km,15,56,Dry,2014
kevin_magnussen,Malaysian Grand Prix,"27, 64000 Sepang, Selangor, Malaysia",Medium,9,Medium,15,Medium,15,Hard,16,,,,,8,9,5.543 km,15,56,Dry,2014
